Date,Vrsta ,Photo,layer,path,X,Y
2021/09/12 14:08:04.000,Keramika,JPEG_20210912_140809_8943155889216724811.jpg,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354771.29700,5036589.96600
2021/09/12 14:09:31.000,Keramika,,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354770.51300,5036579.87000
2021/09/12 14:12:26.000,Keramika,,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354772.43400,5036545.79800
2021/09/12 14:13:13.000,Keramika,,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354772.40100,5036538.44800
2021/09/12 14:13:58.000,Kamen,,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354771.31700,5036532.99200
2021/09/12 14:15:20.000,Keramika,JPEG_20210912_141530_6783541650387811476.jpg,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354768.23600,5036521.53300
2021/09/12 14:16:24.000,Keramika,,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354769.45100,5036516.50700
2021/09/12 14:17:21.000,Keramika,JPEG_20210912_141726_8817084608200812778.jpg,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354769.28700,5036507.20600
2021/09/12 14:18:34.000,Keramika,,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354766.67100,5036500.63000
2021/09/12 14:19:03.000,Kamen,JPEG_20210912_141910_428611698926200835.jpg,Nenad,D:/MIlena/master gis/Semestar 1/Upravljanje GIS projektima/zadatak/zadatak 2/tacke za zadatak 2/Prikupljene tacke/Nenad/data.gpkg|layername=Survey,7354770.96100,5036498.35500
,,,,,,
,,,,,,
,,,,,,
